NAME,RA,DEC,TRIGGER_TIME,T90,T90_ERROR,T90_START,FLUENCE,FLUENCE_ERROR,FLUX_1024,FLUX_1024_ERROR,FLUX_1024_TIME,FLUX_64,FLUX_64_ERROR,FLNC_BAND_AMPL,FLNC_BAND_AMPL_POS_ERR,FLNC_BAND_AMPL_NEG_ERR,FLNC_BAND_EPEAK,FLNC_BAND_EPEAK_POS_ERR,FLNC_BAND_EPEAK_NEG_ERR,FLNC_BAND_ALPHA,FLNC_BAND_ALPHA_POS_ERR,FLNC_BAND_ALPHA_NEG_ERR,FLNC_BAND_BETA,FLNC_BAND_BETA_POS_ERR,FLNC_BAND_BETA_NEG_ERR,FLNC_SPECTRUM_START,FLNC_SPECTRUM_STOP,PFLX_BEST_FITTING_MODEL,PFLX_BEST_MODEL_REDCHISQ,FLNC_BEST_FITTING_MODEL,FLNC_BEST_MODEL_REDCHISQ,ACTUAL_1024MS_INTERVAL,ACTUAL_256MS_INTERVAL,ACTUAL_64MS_INTERVAL,BACK_INTERVAL_HIGH_START,BACK_INTERVAL_HIGH_STOP,BACK_INTERVAL_LOW_START,BACK_INTERVAL_LOW_STOP,BCAT_DETECTOR_MASK,BCATALOG,BII,DURATION_ENERGY_HIGH,DURATION_ENERGY_LOW,ERROR_RADIUS,FLNC_BAND_DOF,FLNC_BAND_ERGFLNC,FLNC_BAND_ERGFLNC_ERROR,FLNC_BAND_ERGFLNCB,FLNC_BAND_ERGFLNCB_ERROR,FLNC_BAND_ERGFLUX,FLNC_BAND_ERGFLUX_ERROR,FLNC_BAND_PHTFLNC,FLNC_BAND_PHTFLNC_ERROR,FLNC_BAND_PHTFLNCB,FLNC_BAND_PHTFLNCB_ERROR,FLNC_BAND_PHTFLUX,FLNC_BAND_PHTFLUX_ERROR,FLNC_BAND_PHTFLUXB,FLNC_BAND_PHTFLUXB_ERROR,FLNC_BAND_REDCHISQ,FLNC_BAND_REDFITSTAT,FLNC_BAND_STATISTIC,FLNC_COMP_AMPL,FLNC_COMP_AMPL_NEG_ERR,FLNC_COMP_AMPL_POS_ERR,FLNC_COMP_DOF,FLNC_COMP_EPEAK,FLNC_COMP_EPEAK_NEG_ERR,FLNC_COMP_EPEAK_POS_ERR,FLNC_COMP_ERGFLNC,FLNC_COMP_ERGFLNC_ERROR,FLNC_COMP_ERGFLNCB,FLNC_COMP_ERGFLNCB_ERROR,FLNC_COMP_ERGFLUX,FLNC_COMP_ERGFLUX_ERROR,FLNC_COMP_INDEX,FLNC_COMP_INDEX_NEG_ERR,FLNC_COMP_INDEX_POS_ERR,FLNC_COMP_PHTFLNC,FLNC_COMP_PHTFLNC_ERROR,FLNC_COMP_PHTFLNCB,FLNC_COMP_PHTFLNCB_ERROR,FLNC_COMP_PHTFLUX,FLNC_COMP_PHTFLUX_ERROR,FLNC_COMP_PHTFLUXB,FLNC_COMP_PHTFLUXB_ERROR,FLNC_COMP_PIVOT,FLNC_COMP_PIVOT_NEG_ERR,FLNC_COMP_PIVOT_POS_ERR,FLNC_COMP_REDCHISQ,FLNC_COMP_REDFITSTAT,FLNC_COMP_STATISTIC,FLNC_PLAW_AMPL,FLNC_PLAW_AMPL_NEG_ERR,FLNC_PLAW_AMPL_POS_ERR,FLNC_PLAW_DOF,FLNC_PLAW_ERGFLNC,FLNC_PLAW_ERGFLNC_ERROR,FLNC_PLAW_ERGFLNCB,FLNC_PLAW_ERGFLNCB_ERROR,FLNC_PLAW_ERGFLUX,FLNC_PLAW_ERGFLUX_ERROR,FLNC_PLAW_INDEX,FLNC_PLAW_INDEX_NEG_ERR,FLNC_PLAW_INDEX_POS_ERR,FLNC_PLAW_PHTFLNC,FLNC_PLAW_PHTFLNC_ERROR,FLNC_PLAW_PHTFLNCB,FLNC_PLAW_PHTFLNCB_ERROR,FLNC_PLAW_PHTFLUX,FLNC_PLAW_PHTFLUX_ERROR,FLNC_PLAW_PHTFLUXB,FLNC_PLAW_PHTFLUXB_ERROR,FLNC_PLAW_PIVOT,FLNC_PLAW_PIVOT_NEG_ERR,FLNC_PLAW_PIVOT_POS_ERR,FLNC_PLAW_REDCHISQ,FLNC_PLAW_REDFITSTAT,FLNC_PLAW_STATISTIC,FLNC_SBPL_AMPL,FLNC_SBPL_AMPL_NEG_ERR,FLNC_SBPL_AMPL_POS_ERR,FLNC_SBPL_BRKEN,FLNC_SBPL_BRKEN_NEG_ERR,FLNC_SBPL_BRKEN_POS_ERR,FLNC_SBPL_BRKSC,FLNC_SBPL_BRKSC_NEG_ERR,FLNC_SBPL_BRKSC_POS_ERR,FLNC_SBPL_DOF,FLNC_SBPL_ERGFLNC,FLNC_SBPL_ERGFLNC_ERROR,FLNC_SBPL_ERGFLNCB,FLNC_SBPL_ERGFLNCB_ERROR,FLNC_SBPL_ERGFLUX,FLNC_SBPL_ERGFLUX_ERROR,FLNC_SBPL_INDX1,FLNC_SBPL_INDX1_NEG_ERR,FLNC_SBPL_INDX1_POS_ERR,FLNC_SBPL_INDX2,FLNC_SBPL_INDX2_NEG_ERR,FLNC_SBPL_INDX2_POS_ERR,FLNC_SBPL_PHTFLNC,FLNC_SBPL_PHTFLNC_ERROR,FLNC_SBPL_PHTFLNCB,FLNC_SBPL_PHTFLNCB_ERROR,FLNC_SBPL_PHTFLUX,FLNC_SBPL_PHTFLUX_ERROR,FLNC_SBPL_PHTFLUXB,FLNC_SBPL_PHTFLUXB_ERROR,FLNC_SBPL_PIVOT,FLNC_SBPL_PIVOT_NEG_ERR,FLNC_SBPL_PIVOT_POS_ERR,FLNC_SBPL_REDCHISQ,FLNC_SBPL_REDFITSTAT,FLNC_SBPL_STATISTIC,FLU_HIGH,FLU_LOW,FLUENCE_BATSE,FLUENCE_BATSE_ERROR,FLUX_256,FLUX_256_ERROR,FLUX_256_TIME,FLUX_64_TIME,FLUX_BATSE_1024,FLUX_BATSE_1024_ERROR,FLUX_BATSE_1024_TIME,FLUX_BATSE_256,FLUX_BATSE_256_ERROR,FLUX_BATSE_256_TIME,FLUX_BATSE_64,FLUX_BATSE_64_ERROR,FLUX_BATSE_64_TIME,LAST_MODIFIED,LII,PFLX_BAND_ALPHA,PFLX_BAND_ALPHA_NEG_ERR,PFLX_BAND_ALPHA_POS_ERR,PFLX_BAND_AMPL,PFLX_BAND_AMPL_NEG_ERR,PFLX_BAND_AMPL_POS_ERR,PFLX_BAND_BETA,PFLX_BAND_BETA_NEG_ERR,PFLX_BAND_BETA_POS_ERR,PFLX_BAND_DOF,PFLX_BAND_EPEAK,PFLX_BAND_EPEAK_NEG_ERR,PFLX_BAND_EPEAK_POS_ERR,PFLX_BAND_ERGFLNC,PFLX_BAND_ERGFLNC_ERROR,PFLX_BAND_ERGFLNCB,PFLX_BAND_ERGFLNCB_ERROR,PFLX_BAND_ERGFLUX,PFLX_BAND_ERGFLUX_ERROR,PFLX_BAND_PHTFLNC,PFLX_BAND_PHTFLNC_ERROR,PFLX_BAND_PHTFLNCB,PFLX_BAND_PHTFLNCB_ERROR,PFLX_BAND_PHTFLUX,PFLX_BAND_PHTFLUX_ERROR,PFLX_BAND_PHTFLUXB,PFLX_BAND_PHTFLUXB_ERROR,PFLX_BAND_REDCHISQ,PFLX_BAND_REDFITSTAT,PFLX_BAND_STATISTIC,PFLX_COMP_AMPL,PFLX_COMP_AMPL_NEG_ERR,PFLX_COMP_AMPL_POS_ERR,PFLX_COMP_DOF,PFLX_COMP_EPEAK,PFLX_COMP_EPEAK_NEG_ERR,PFLX_COMP_EPEAK_POS_ERR,PFLX_COMP_ERGFLNC,PFLX_COMP_ERGFLNC_ERROR,PFLX_COMP_ERGFLNCB,PFLX_COMP_ERGFLNCB_ERROR,PFLX_COMP_ERGFLUX,PFLX_COMP_ERGFLUX_ERROR,PFLX_COMP_INDEX,PFLX_COMP_INDEX_NEG_ERR,PFLX_COMP_INDEX_POS_ERR,PFLX_COMP_PHTFLNC,PFLX_COMP_PHTFLNC_ERROR,PFLX_COMP_PHTFLNCB,PFLX_COMP_PHTFLNCB_ERROR,PFLX_COMP_PHTFLUX,PFLX_COMP_PHTFLUX_ERROR,PFLX_COMP_PHTFLUXB,PFLX_COMP_PHTFLUXB_ERROR,PFLX_COMP_PIVOT,PFLX_COMP_PIVOT_NEG_ERR,PFLX_COMP_PIVOT_POS_ERR,PFLX_COMP_REDCHISQ,PFLX_COMP_REDFITSTAT,PFLX_COMP_STATISTIC,PFLX_PLAW_AMPL,PFLX_PLAW_AMPL_NEG_ERR,PFLX_PLAW_AMPL_POS_ERR,PFLX_PLAW_DOF,PFLX_PLAW_ERGFLNC,PFLX_PLAW_ERGFLNC_ERROR,PFLX_PLAW_ERGFLNCB,PFLX_PLAW_ERGFLNCB_ERROR,PFLX_PLAW_ERGFLUX,PFLX_PLAW_ERGFLUX_ERROR,PFLX_PLAW_INDEX,PFLX_PLAW_INDEX_NEG_ERR,PFLX_PLAW_INDEX_POS_ERR,PFLX_PLAW_PHTFLNC,PFLX_PLAW_PHTFLNC_ERROR,PFLX_PLAW_PHTFLNCB,PFLX_PLAW_PHTFLNCB_ERROR,PFLX_PLAW_PHTFLUX,PFLX_PLAW_PHTFLUX_ERROR,PFLX_PLAW_PHTFLUXB,PFLX_PLAW_PHTFLUXB_ERROR,PFLX_PLAW_PIVOT,PFLX_PLAW_PIVOT_NEG_ERR,PFLX_PLAW_PIVOT_POS_ERR,PFLX_PLAW_REDCHISQ,PFLX_PLAW_REDFITSTAT,PFLX_PLAW_STATISTIC,PFLX_SBPL_AMPL,PFLX_SBPL_AMPL_NEG_ERR,PFLX_SBPL_AMPL_POS_ERR,PFLX_SBPL_BRKEN,PFLX_SBPL_BRKEN_NEG_ERR,PFLX_SBPL_BRKEN_POS_ERR,PFLX_SBPL_BRKSC,PFLX_SBPL_BRKSC_NEG_ERR,PFLX_SBPL_BRKSC_POS_ERR,PFLX_SBPL_DOF,PFLX_SBPL_ERGFLNC,PFLX_SBPL_ERGFLNC_ERROR,PFLX_SBPL_ERGFLNCB,PFLX_SBPL_ERGFLNCB_ERROR,PFLX_SBPL_ERGFLUX,PFLX_SBPL_ERGFLUX_ERROR,PFLX_SBPL_INDX1,PFLX_SBPL_INDX1_NEG_ERR,PFLX_SBPL_INDX1_POS_ERR,PFLX_SBPL_INDX2,PFLX_SBPL_INDX2_NEG_ERR,PFLX_SBPL_INDX2_POS_ERR,PFLX_SBPL_PHTFLNC,PFLX_SBPL_PHTFLNC_ERROR,PFLX_SBPL_PHTFLNCB,PFLX_SBPL_PHTFLNCB_ERROR,PFLX_SBPL_PHTFLUX,PFLX_SBPL_PHTFLUX_ERROR,PFLX_SBPL_PHTFLUXB,PFLX_SBPL_PHTFLUXB_ERROR,PFLX_SBPL_PIVOT,PFLX_SBPL_PIVOT_NEG_ERR,PFLX_SBPL_PIVOT_POS_ERR,PFLX_SBPL_REDCHISQ,PFLX_SBPL_REDFITSTAT,PFLX_SBPL_STATISTIC,PFLX_SPECTRUM_START,PFLX_SPECTRUM_STOP,SCAT_DETECTOR_MASK,SCATALOG,T50,T50_ERROR,T50_START,TRIGGER_NAME
GRB120403857                  ,55.3384,-89.0093,56020.856927003,4.288,1.935,-3.968,2.3964e-07,2.0458e-08,1.7469,0.2388,-0.896,2.6136,1.0348,0.005949802,0.002084168,0.002084168,192.8073,54.8853,54.8853,-0.946959,0.2939961,0.2939961,-3.722981,20.60328,20.60328,-2.048,0.0,pflx_comp                       ,1.042,flnc_plaw                       ,1.058,1.024,0.256,0.064,2.0,15.17,-22.17,-4.0,00000000011000,2,-27.8569,300.0,50.0,0.0011,357.0,3.437807e-07,1.30782e-07,2.044544e-07,3.632874e-08,1.683965e-07,6.406188e-08,2.770629,0.3577994,1.084876,0.1606964,1.357157,0.1752634,0.5314124,0.07871507,1.071,1.167,Castor C-STAT                   ,0.002482754,0.0003520399,0.0003520399,358.0,30839.42,182425.4,182425.4,4.499673e-07,8.437436e-08,1.643821e-07,2.604868e-08,2.204107e-07,4.132969e-08,-1.522183,0.1147358,0.1147358,2.925713,0.3519384,0.8422331,0.1188689,1.433123,0.1723925,0.4125571,0.05822641,100.0,0.0,0.0,1.062,1.178,Castor C-STAT                   ,0.002450536,0.0003023595,0.0003023595,359.0,4.424379e-07,7.252069e-08,1.61994e-07,2.248197e-08,2.167225e-07,3.552333e-08,-1.53438,0.08742583,0.08742583,2.922193,0.3522407,0.8322116,0.1059353,1.431399,0.1725406,0.4076481,0.05189104,100.0,0.0,0.0,1.058,1.175,Castor C-STAT                   ,0.00361121,0.0006024006,0.0006024006,470.0194,431.6144,431.6144,0.3,0.0,0.0,357.0,3.110368e-07,9.749444e-08,2.183881e-07,4.429861e-08,1.523574e-07,4.77564e-08,-1.161273,0.1871792,0.1871792,-13.80071,175.2167,175.2167,2.777033,0.3539634,1.136175,0.1679636,1.360294,0.1733844,0.5565407,0.08227482,100.0,0.0,0.0,1.069,1.164,Castor C-STAT                   ,1000.0,10.0,1.2524e-07,1.0849e-08,2.2466,0.2498,-3.2,0.32,0.398,0.0618,-0.896,0.5473,0.1217,-3.2,0.6028,0.2459,-0.256,58272.010266204,302.1752,-0.5213615,0.3719812,0.3719812,0.01231646,0.008192259,0.008192259,-2.802798,6664.251,6664.251,357.0,202.5348,48.21741,48.21741,3.059447e-07,9.008043e-08,1.822683e-07,3.060798e-08,2.997702e-07,8.826247e-08,1.875195,0.2528456,0.9250784,0.1235608,1.83735,0.2477428,0.906409,0.1210671,1.042,1.161,Castor C-STAT                   ,0.01236707,0.004876005,0.004876005,358.0,205.7393,48.06175,48.06175,2.854155e-07,6.802063e-08,1.856443e-07,2.590797e-08,2.796554e-07,6.664786e-08,-0.5134988,0.3888109,0.3888109,1.863146,0.2540248,0.9382268,0.1204627,1.825545,0.2488982,0.919292,0.1180315,100.0,0.0,0.0,1.042,1.158,Castor C-STAT                   ,0.003657924,0.0004247418,0.0004247418,359.0,3.52273e-07,5.04326e-08,1.241559e-07,1.533239e-08,3.451636e-07,4.94148e-08,-1.455056,0.07256412,0.07256412,2.045939,0.2553621,0.6246853,0.07374612,2.004649,0.2502085,0.6120782,0.07225781,100.0,0.0,0.0,1.038,1.183,Castor C-STAT                   ,0.006401192,0.001009787,0.001009787,353.0549,877.8929,877.8929,0.3,0.0,0.0,357.0,2.463057e-07,6.180336e-08,1.915836e-07,3.175194e-08,2.413349e-07,6.055607e-08,-0.7757302,0.2474177,0.2474177,-10.84022,57.40982,57.40982,1.831564,0.2485654,0.9725891,0.1224054,1.7946,0.2435489,0.9529608,0.1199351,100.0,0.0,0.0,1.045,1.156,Castor C-STAT                   ,-1.024,0.0,00000000011001,3,1.408,1.62,-1.536,"bn120403857
"
GRB120227725                  ,256.73,-88.86,55984.725475166,17.408,0.81,0.256,2.1949e-05,1.0403e-07,18.4653,0.9121,7.04,29.1086,5.0468,0.06221736,0.007274605,0.007274605,128.8301,9.860504,9.860504,-0.8071501,0.07811129,0.07811129,-2.556083,0.1392703,0.1392703,-1.024,19.456,pflx_comp                       ,1.12,flnc_band                       ,1.132,1.024,0.256,0.064,29.5,65.0,-29.5,-6.0,00000000100100,2,-26.6216,300.0,50.0,1.21,358.0,2.298279e-05,4.151794e-07,1.30477e-05,2.270447e-07,1.126685e-06,2.035332e-08,202.7341,3.984173,74.46787,1.151053,9.938626,0.195316,3.650636,0.05642803,1.132,2.025,Castor C-STAT                   ,0.04522201,0.002451327,0.002451327,359.0,158.841,4.981583,4.981583,2.197143e-05,3.878623e-07,1.355066e-05,2.14994e-07,1.077105e-06,1.901416e-08,-0.9988824,0.04185236,0.04185236,207.1445,3.862276,74.81259,1.150641,10.15484,0.1893402,3.667535,0.05640782,100.0,0.0,0.0,1.153,2.062,Castor C-STAT                   ,0.01614928,0.0002067089,0.0002067089,360.0,2.529485e-05,3.602052e-07,9.925876e-06,1.361526e-07,1.240029e-06,1.765833e-08,-1.781502,0.008837104,0.008837104,247.6737,4.098988,54.46857,0.7048667,12.1417,0.2009445,2.670211,0.03455466,100.0,0.0,0.0,2.159,3.836,Castor C-STAT                   ,0.0244083,0.0005885046,0.0005885046,83.17262,12.18129,12.18129,0.3,0.0,0.0,358.0,2.318109e-05,4.07568e-07,1.288396e-05,2.124671e-07,1.136406e-06,1.998019e-08,-0.9285654,0.09338534,0.09338534,-2.47638,0.1000276,0.1000276,201.1288,4.164276,74.42491,1.156776,9.859932,0.2041452,3.64853,0.05670861,100.0,0.0,0.0,1.136,2.032,Castor C-STAT                   ,1000.0,10.0,1.3652e-05,5.1814e-08,21.2037,2.0178,16.896,16.896,8.0612,0.3301,7.04,9.4569,0.704,9.536,11.1926,1.429,9.6,58271.903402778,304.0768,-0.3397106,0.3267783,0.3267783,0.2099279,0.08518436,0.08518436,-2.277248,0.2276907,0.2276907,358.0,123.0673,22.74127,22.74127,2.581402e-06,1.038864e-07,1.436782e-06,5.970848e-08,2.533653e-06,1.019648e-07,18.26311,0.9069261,8.043972,0.3163247,17.92529,0.8901502,7.895178,0.3104735,1.079,1.222,Castor C-STAT                   ,0.0863954,0.009357587,0.009357587,359.0,204.6519,14.85577,14.85577,2.527217e-06,1.088785e-07,1.517292e-06,6.135182e-08,2.480469e-06,1.068645e-07,-0.8923127,0.0948776,0.0948776,19.33772,0.8983524,7.941181,0.312364,18.98002,0.8817352,7.794289,0.306586,100.0,0.0,0.0,1.12,1.227,Castor C-STAT                   ,0.03305367,0.001055893,0.001055893,360.0,2.664337e-06,9.241771e-08,1.033743e-06,3.408962e-08,2.615053e-06,9.07082e-08,-1.712619,0.02261984,0.02261984,23.44638,1.009233,5.571816,0.1790039,23.01268,0.9905646,5.468751,0.1756928,100.0,0.0,0.0,1.38,1.606,Castor C-STAT                   ,0.05349417,0.002676923,0.002676923,76.01873,17.52062,17.52062,0.3,0.0,0.0,358.0,2.585681e-06,1.044899e-07,1.443168e-06,5.943425e-08,2.537852e-06,1.025571e-07,-0.5734463,0.2520761,0.2520761,-2.333242,0.1639423,0.1639423,18.23175,0.9425418,8.079909,0.3188855,17.89451,0.9251071,7.930451,0.3129869,100.0,0.0,0.0,1.077,1.218,Castor C-STAT                   ,7.168,8.192,00000000100101,3,6.656,0.572,5.632,"bn120227725
"
GRB230524357                  ,13.08,-87.77,60088.357309166,11.008,4.72,-5.632,1.4201e-06,4.2457e-08,3.5503,0.2418,2.56,5.8002,1.119,0.04129544,0.00473331,0.00473331,97.28433,6.982863,6.982863,-0.01539579,0.08568078,0.08568078,-9.999997,2.401809e-06,2.401809e-06,-3.072,4.096,pflx_comp                       ,0.535,flnc_comp                       ,0.53,1.024,0.256,0.064,6.46,20.83,-18.75,-9.06,11010000000000,3,-29.3582,300.0,50.0,4.46,355.0,7.490082e-07,2.138144e-07,5.468129e-07,1.337286e-07,1.462907e-07,4.176063e-08,7.817898,2.748113,3.49124,0.9683438,1.526933,0.5367408,0.6818829,0.1891296,0.531,0.531,PSTAT                           ,0.04129533,0.004096473,0.004096473,356.0,97.28481,6.034904,6.034904,8.005226e-07,9.166649e-08,5.772015e-07,5.719414e-08,1.563521e-07,1.790361e-08,-0.01539356,0.07457882,0.07457882,8.555287,1.334542,3.712897,0.4398755,1.670955,0.2606527,0.7251752,0.08591319,100.0,0.0,0.0,0.53,0.53,PSTAT                           ,0.003066445,0.0002678075,0.0002678075,357.0,1.332356e-06,2.139087e-07,4.995774e-07,7.644511e-08,2.602258e-07,4.177904e-08,-1.597439,0.05691464,0.05691464,9.743134,1.719091,2.612984,0.3981355,1.902956,0.3357601,0.5103485,0.07776084,100.0,0.0,0.0,0.638,0.638,PSTAT                           ,0.005127194,0.0005892179,0.0005892179,83.75246,7.411251,7.411251,0.3,0.0,0.0,355.0,8.744365e-07,3.873651e-07,5.818358e-07,2.366683e-07,1.707884e-07,7.565725e-08,-0.4043388,0.1847144,0.1847144,-3.470216,0.4634691,0.4634691,8.614368,3.395154,3.722882,1.323537,1.682494,0.663116,0.7271255,0.2585034,100.0,0.0,0.0,0.534,0.534,PSTAT                           ,1000.0,10.0,8.9879e-07,2.6751e-08,4.5384,0.5042,2.816,2.88,1.4725,0.1012,2.56,1.9492,0.2164,2.816,2.6118,0.4957,2.56,60758.546689815,302.9221,0.8673153,0.1474945,0.1474945,0.1695225,0.03115623,0.03115623,-2.449841,7.550159,7.550159,355.0,95.92378,7.724329,7.724329,3.315659e-07,1.004704e-07,2.056e-07,6.123486e-08,3.237948e-07,9.811565e-08,2.235112,0.7078773,1.209931,0.3654294,2.182727,0.6912865,1.181573,0.3568646,0.535,0.535,PSTAT                           ,0.07163885,0.01146585,0.01146585,356.0,115.3316,9.862708,9.862708,2.553857e-07,1.995711e-07,2.036216e-07,1.58163e-07,2.494001e-07,1.948936e-07,0.3756962,0.1406008,0.1406008,2.21555,1.783087,1.219992,0.9579962,2.163623,1.741296,1.191399,0.9355432,100.0,0.0,0.0,0.535,0.535,PSTAT                           ,0.004598333,0.0006391982,0.0006391982,357.0,4.366701e-07,1.086872e-07,1.556984e-07,3.837551e-08,4.264356e-07,1.061398e-07,-1.480881,0.08624719,0.08624719,2.642731,0.7808929,0.789259,0.2034108,2.580792,0.7625907,0.7707607,0.1986433,100.0,0.0,0.0,0.58,0.58,PSTAT                           ,0.008282013,0.001522453,0.001522453,62.89717,9.872413,9.872413,0.3,0.0,0.0,355.0,3.324839e-07,2.252587e-07,2.097096e-07,1.271715e-07,3.246913e-07,2.199792e-07,0.3551056,0.4933527,0.4933527,-2.612523,0.5426273,0.5426273,2.272279,1.474212,1.226622,0.7215791,2.219022,1.439661,1.197872,0.7046672,100.0,0.0,0.0,0.535,0.535,PSTAT                           ,2.048,3.072,11000000000010,5,3.584,0.572,-0.512,"bn230524357
"
GRB141205018                  ,294.61,-87.58,56996.017706164,13.056,1.28,-6.912,1.6031e-06,4.1267e-08,2.1505,0.2804,5.184,4.6669,1.8177,0.01057792,0.002487322,0.002487322,226.143,30.72015,30.72015,-0.3056635,0.2175181,0.2175181,-8.371213,1374.313,1374.313,-7.168,58.368,pflx_plaw                       ,1.043,flnc_comp                       ,1.024,1.024,0.256,0.064,8.75,19.75,-32.25,-9.25,00001000100000,3,-27.5957,300.0,50.0,3.9,356.0,3.290086e-06,3.321285e-07,2.124421e-06,1.153717e-07,2.481808e-07,2.505343e-08,18.40416,1.351249,10.32667,0.5388277,1.38828,0.1019287,0.7789713,0.04064535,1.026,1.202,Castor C-STAT                   ,0.01064156,0.001957021,0.001957021,357.0,224.8661,24.62659,24.62659,3.276201e-06,3.006091e-07,2.121709e-06,1.122322e-07,2.471334e-07,2.267582e-08,-0.3043007,0.1887879,0.1887879,18.40642,1.319592,10.32604,0.5362846,1.38845,0.09954072,0.7789236,0.04045352,100.0,0.0,0.0,1.024,1.199,Castor C-STAT                   ,0.003021771,0.0001528235,0.0001528235,358.0,3.658254e-06,2.051033e-07,1.312691e-06,6.700729e-08,2.759528e-07,1.547154e-08,-1.495876,0.03115308,0.03115308,22.5866,1.394747,6.692133,0.3398737,1.703773,0.1052098,0.5048072,0.02563767,100.0,0.0,0.0,1.247,1.466,Castor C-STAT                   ,0.004886222,0.0003420636,0.0003420636,310.7981,129.9216,129.9216,0.3,0.0,0.0,356.0,3.175767e-06,3.736714e-07,2.171715e-06,1.432388e-07,2.395574e-07,2.818713e-08,-0.7253994,0.1321278,0.1321278,-5.653972,5.825782,5.825782,18.77134,1.337192,10.3406,0.5461506,1.415977,0.1008683,0.7800217,0.04119774,100.0,0.0,0.0,1.028,1.203,Castor C-STAT                   ,1000.0,10.0,8.5376e-07,2.3433e-08,3.3649,0.5938,5.44,-1.472,1.1442,0.1513,-0.768,1.8923,0.3238,5.504,2.475,0.6682,2.24,58301.050069444,305.6055,4.332541,8.496498,8.496498,407.0873,7396.966,7396.966,-1.761403,0.1781917,0.1781917,356.0,45.31521,23.91515,23.91515,4.050669e-07,6.771367e-08,1.802992e-07,2.456172e-08,3.972967e-07,6.641474e-08,2.203019,0.3716917,0.9853246,0.1395716,2.160759,0.3645617,0.9664234,0.1368943,1.026,1.176,Castor C-STAT                   ,0.007868965,0.002827983,0.002827983,357.0,367.4866,201.9116,201.9116,4.267052e-07,1.062558e-07,2.023093e-07,3.237449e-08,4.185199e-07,1.042175e-07,-0.9698715,0.3557749,0.3557749,2.365519,0.3998457,0.9917402,0.154151,2.320143,0.3921756,0.972716,0.1511939,100.0,0.0,0.0,1.053,1.195,Castor C-STAT                   ,0.004447437,0.000569857,0.000569857,358.0,4.153917e-07,5.885263e-08,1.487775e-07,1.919501e-08,4.074234e-07,5.772368e-08,-1.492061,0.07543337,0.07543337,2.548886,0.3961944,0.7577127,0.09726456,2.499991,0.3885943,0.7431778,0.09539876,100.0,0.0,0.0,1.043,1.208,Castor C-STAT                   ,0.005072586,0.0007341369,0.0007341369,1070.662,5015.932,5015.932,0.3,0.0,0.0,356.0,5.094918e-07,1.424588e-07,1.825597e-07,3.257544e-08,4.997184e-07,1.39726e-07,-1.272784,0.1903781,0.1903781,-4.485175,29.27852,29.27852,2.463346,0.405309,0.8805416,0.1404138,2.416092,0.3975341,0.8636505,0.1377203,100.0,0.0,0.0,1.05,1.201,Castor C-STAT                   ,5.12,6.144,00001000100001,3,5.888,1.28,-1.792,"bn141205018
"
